, wind, old_coal_sub_st, old_ng_cc, old_ng_gt, new_coal_st, new_ng_cc, new_ng_gt_aero, new_nuke_st
wk12.h087,        1.07,        2.29,        2.35,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h088,        0.84,        2.29,        2.78,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h089,        0.71,        2.29,        3.10,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h090,        0.79,        2.29,        3.02,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h091,        0.70,        2.29,        2.92,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h092,        0.63,        2.29,        2.45,        0.00,        0.65,        1.20,        0.13,        0.00
wk12.h093,        0.89,        2.29,        2.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h094,        1.40,        2.29,        1.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h095,        1.68,        2.29,        0.53,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h096,        1.64,        2.29,        0.00,        0.00,        0.65,        1.19,        0.00,        0.00
wk12.h097,        1.60,        2.29,        0.00,        0.00,        0.65,        0.66,        0.00,        0.00
wk12.h098,        1.47,        2.29,        0.00,        0.00,        0.65,        0.39,        0.00,        0.00
wk12.h099,        1.37,        2.17,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk12.h100,        1.10,        2.29,        0.00,        0.00,        0.65,        0.36,        0.00,        0.00
wk12.h101,        0.82,        2.29,        0.00,        0.00,        0.65,        0.56,        0.00,        0.00
wk12.h102,        0.53,        2.29,        0.00,        0.00,        0.65,        0.91,        0.00,        0.00
wk12.h103,        0.37,        2.29,        0.25,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h104,        0.34,        2.29,        0.77,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h105,        0.24,        2.29,        0.83,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h106,        0.03,        2.29,        1.21,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h107,        0.03,        2.29,        1.52,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h108,        0.03,        2.29,        1.79,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h109,        0.00,        2.29,        2.20,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h110,        0.00,        2.29,        2.62,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h111,        0.00,        2.29,        3.00,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h112,        0.00,        2.29,        3.31,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h113,        0.02,        2.29,        3.43,        0.00,        0.65,        1.20,        0.12,        0.00
wk12.h114,        0.03,        2.29,        3.43,        0.00,        0.65,        1.20,        0.17,        0.00
wk12.h115,        0.40,        2.29,        3.02,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h116,        0.16,        2.29,        2.84,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h117,        0.50,        2.29,        2.45,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h118,        0.71,        2.29,        1.83,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h119,        1.16,        2.29,        1.63,        0.00,        0.65,        0.40,        0.00,        0.00
wk12.h120,        1.56,        2.29,        0.61,        0.00,        0.65,        0.40,        0.00,        0.00
wk12.h121,        1.97,        2.29,        0.00,        0.00,        0.65,        0.00,        0.07,        0.00
wk12.h122,        2.09,        1.86,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h123,        2.10,        1.64,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h124,        2.10,        1.46,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h125,        2.03,        1.50,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h126,        2.01,        1.58,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h127,        2.02,        1.95,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h128,        2.08,        2.29,        0.00,        0.00,        0.65,        0.00,        0.12,        0.00
wk12.h129,        2.07,        2.29,        0.00,        0.04,        0.65,        0.00,        0.00,        0.00
wk12.h130,        1.68,        2.29,        0.67,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h131,        1.65,        2.29,        0.29,        0.00,        0.65,        0.79,        0.00,        0.00
wk12.h132,        1.24,        2.29,        1.14,        0.00,        0.65,        0.80,        0.00,        0.00
wk12.h133,        0.86,        2.29,        1.49,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h134,        0.88,        2.29,        1.90,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h135,        0.88,        2.29,        2.27,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h136,        0.80,        2.29,        2.65,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h137,        0.80,        2.29,        2.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h138,        0.84,        2.29,        2.85,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h139,        1.19,        2.29,        2.26,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h140,        1.20,        2.29,        1.86,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h141,        1.55,        2.29,        1.45,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h142,        2.07,        2.29,        1.36,        0.00,        0.65,        0.40,        0.00,        0.00
wk12.h143,        1.62,        2.29,        1.26,        0.00,        0.65,        0.40,        0.00,        0.00
wk12.h144,        1.87,        2.29,        0.78,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h145,        2.38,        2.06,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h146,        2.32,        1.75,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h147,        2.23,        1.62,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h148,        2.14,        1.57,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h149,        2.04,        1.60,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h150,        1.96,        1.74,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h151,        1.92,        2.19,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h152,        2.12,        2.29,        0.17,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h153,        1.79,        2.29,        0.46,        0.00,        0.65,        0.00,        0.00,        0.00
wk12.h154,        1.38,        2.29,        0.34,        0.00,        0.65,        0.80,        0.00,        0.00
wk12.h155,        1.36,        2.29,        0.77,        0.00,        0.65,        0.80,        0.00,        0.00
wk12.h156,        1.34,        2.29,        0.79,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h157,        1.00,        2.29,        1.48,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h158,        0.86,        2.29,        2.02,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h159,        0.90,        2.29,        2.31,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h160,        1.01,        2.29,        2.38,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h161,        1.02,        2.29,        2.48,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h162,        1.08,        2.29,        2.37,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h163,        1.01,        2.29,        2.24,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h164,        0.84,        2.29,        2.05,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h165,        1.38,        2.29,        1.39,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h166,        1.91,        2.29,        0.60,        0.00,        0.65,        1.20,        0.00,        0.00
wk12.h167,        2.22,        2.29,        0.00,        0.00,        0.65,        1.09,        0.00,        0.00
wk12.h168,        2.33,        2.29,        0.00,        0.00,        0.65,        0.52,        0.00,        0.00
wk13.h001,        1.73,        1.60,        0.00,        0.00,        0.46,        0.00,        0.00,        0.00
wk13.h002,        2.10,        1.15,        0.00,        0.00,        0.37,        0.00,        0.00,        0.00
wk13.h003,        2.03,        1.15,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h004,        1.98,        1.15,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h005,        1.72,        1.23,        0.00,        0.00,        0.52,        0.00,        0.00,        0.00
wk13.h006,        1.46,        1.40,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h007,        1.26,        1.77,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h008,        1.06,        2.21,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h009,        0.76,        2.29,        0.38,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h010,        0.55,        2.29,        0.38,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h011,        0.36,        2.29,        0.22,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h012,        0.35,        2.29,        0.26,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h013,        0.34,        2.29,        0.25,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h014,        0.52,        2.29,        0.15,        0.00,        0.65,        0.68,        0.00,        0.00
wk13.h015,        0.53,        2.29,        0.00,        0.03,        0.65,        0.79,        0.00,        0.00
wk13.h016,        0.47,        2.29,        0.15,        0.00,        0.65,        0.72,        0.00,        0.00
wk13.h017,        0.38,        2.29,        0.20,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h018,        0.34,        2.29,        0.26,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h019,        0.33,        2.29,        0.24,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h020,        0.40,        2.29,        0.30,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h021,        0.69,        2.29,        0.45,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h022,        0.85,        2.29,        0.17,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h023,        0.85,        2.29,        0.38,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h024,        0.93,        2.29,        0.00,        0.00,        0.65,        0.00,        0.08,        0.00
wk13.h025,        0.83,        2.21,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h026,        0.79,        2.07,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h027,        0.80,        1.98,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h028,        0.68,        2.03,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h029,        0.55,        2.15,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h030,        0.51,        2.20,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h031,        0.40,        2.27,        0.15,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h032,        0.33,        2.29,        0.37,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h033,        0.27,        2.29,        0.15,        0.00,        0.65,        0.37,        0.00,        0.00
wk13.h034,        0.17,        2.29,        0.43,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h035,        0.12,        2.29,        0.20,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h036,        0.14,        2.29,        0.21,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h037,        0.06,        2.29,        0.34,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h038,        0.02,        2.29,        0.44,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h039,        0.01,        2.29,        0.48,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h040,        0.01,        2.29,        0.52,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h041,        0.00,        2.29,        0.57,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h042,        0.00,        2.29,        0.64,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h043,        0.00,        2.29,        0.68,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h044,        0.05,        2.29,        0.81,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h045,        0.17,        2.29,        0.79,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h046,        0.23,        2.29,        0.58,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h047,        0.41,        2.29,        0.52,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h048,        0.53,        2.29,        0.15,        0.00,        0.65,        0.30,        0.00,        0.00
wk13.h049,        0.60,        2.26,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h050,        0.81,        1.87,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h051,        0.93,        1.67,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h052,        1.06,        1.48,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h053,        1.04,        1.57,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h054,        0.97,        1.77,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h055,        0.97,        2.23,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h056,        1.02,        2.29,        0.19,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h057,        0.91,        2.29,        0.24,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h058,        0.85,        2.29,        0.34,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h059,        0.45,        2.29,        0.41,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h060,        0.44,        2.29,        0.45,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h061,        0.41,        2.29,        0.51,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h062,        0.24,        2.29,        0.74,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h063,        0.14,        2.29,        0.92,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h064,        0.09,        2.29,        1.00,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h065,        0.10,        2.29,        1.01,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h066,        0.12,        2.29,        1.00,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h067,        0.22,        2.29,        0.84,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h068,        0.45,        2.29,        0.76,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h069,        0.82,        2.29,        0.44,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h070,        1.17,        2.29,        0.00,        0.00,        0.65,        0.70,        0.00,        0.00
wk13.h071,        1.59,        2.26,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h072,        1.98,        1.57,        0.00,        0.00,        0.51,        0.00,        0.00,        0.00
wk13.h073,        1.98,        1.15,        0.00,        0.00,        0.60,        0.00,        0.00,        0.00
wk13.h074,        1.94,        1.15,        0.00,        0.00,        0.43,        0.00,        0.00,        0.00
wk13.h075,        2.00,        1.15,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h076,        1.94,        1.15,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h077,        1.94,        1.15,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h078,        2.10,        1.15,        0.00,        0.00,        0.35,        0.00,        0.00,        0.00
wk13.h079,        1.99,        1.50,        0.00,        0.00,        0.55,        0.00,        0.00,        0.00
wk13.h080,        1.97,        2.03,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h081,        2.05,        1.88,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h082,        1.86,        2.05,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h083,        1.38,        2.29,        0.00,        0.00,        0.65,        0.27,        0.00,        0.00
wk13.h084,        1.34,        2.29,        0.00,        0.00,        0.65,        0.34,        0.00,        0.00
wk13.h085,        1.26,        2.29,        0.00,        0.00,        0.65,        0.46,        0.00,        0.00
wk13.h086,        1.22,        2.29,        0.00,        0.00,        0.65,        0.58,        0.00,        0.00
wk13.h087,        1.22,        2.29,        0.00,        0.00,        0.65,        0.68,        0.00,        0.00
wk13.h088,        1.33,        2.29,        0.00,        0.00,        0.65,        0.63,        0.00,        0.00
wk13.h089,        1.40,        2.29,        0.00,        0.00,        0.65,        0.61,        0.00,        0.00
wk13.h090,        1.42,        2.29,        0.00,        0.00,        0.65,        0.59,        0.00,        0.00
wk13.h091,        1.47,        2.29,        0.00,        0.00,        0.65,        0.47,        0.00,        0.00
wk13.h092,        1.44,        2.29,        0.00,        0.00,        0.65,        0.63,        0.00,        0.00
wk13.h093,        2.02,        2.27,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h094,        2.52,        1.60,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h095,        2.78,        1.14,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h096,        2.85,        0.80,        0.00,        0.00,        0.50,        0.00,        0.00,        0.00
wk13.h097,        2.72,        0.57,        0.00,        0.00,        0.50,        0.00,        0.00,        0.00
wk13.h098,        2.68,        0.57,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h099,        2.60,        0.57,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h100,        2.52,        0.57,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h101,        2.56,        0.57,        0.00,        0.00,        0.33,        0.00,        0.00,        0.00
wk13.h102,        2.46,        0.60,        0.00,        0.00,        0.52,        0.00,        0.00,        0.00
wk13.h103,        2.42,        0.94,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h104,        2.44,        1.15,        0.36,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h105,        2.25,        1.15,        0.15,        0.00,        0.65,        0.37,        0.00,        0.00
wk13.h106,        1.95,        1.71,        0.15,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h107,        1.42,        2.29,        0.15,        0.00,        0.65,        0.15,        0.00,        0.00
wk13.h108,        0.85,        2.29,        0.29,        0.00,        0.65,        0.69,        0.00,        0.00
wk13.h109,        0.47,        2.29,        0.70,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h110,        0.60,        2.29,        0.72,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h111,        0.82,        2.29,        0.54,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h112,        1.24,        2.29,        0.22,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h113,        1.34,        2.29,        0.17,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h114,        1.60,        2.29,        0.00,        0.00,        0.65,        0.74,        0.00,        0.00
wk13.h115,        1.74,        2.29,        0.00,        0.00,        0.65,        0.48,        0.00,        0.00
wk13.h116,        1.99,        2.29,        0.00,        0.00,        0.65,        0.20,        0.00,        0.00
wk13.h117,        2.29,        2.05,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h118,        2.39,        1.85,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h119,        2.42,        1.59,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h120,        2.27,        1.34,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h121,        2.21,        1.15,        0.00,        0.00,        0.50,        0.00,        0.00,        0.00
wk13.h122,        1.94,        1.15,        0.00,        0.00,        0.57,        0.00,        0.00,        0.00
wk13.h123,        1.76,        1.15,        0.00,        0.00,        0.61,        0.00,        0.00,        0.00
wk13.h124,        1.40,        1.40,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h125,        1.31,        1.49,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h126,        1.11,        1.79,        0.00,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h127,        1.03,        2.27,        0.00,        0.03,        0.65,        0.00,        0.00,        0.00
wk13.h128,        0.99,        2.29,        0.20,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h129,        0.77,        2.29,        0.15,        0.00,        0.65,        0.64,        0.00,        0.00
wk13.h130,        0.56,        2.29,        0.22,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h131,        0.40,        2.29,        0.51,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h132,        0.21,        2.29,        0.77,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h133,        0.10,        2.29,        0.93,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h134,        0.06,        2.29,        1.08,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h135,        0.02,        2.29,        1.23,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h136,        0.00,        2.29,        1.34,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h137,        0.00,        2.29,        1.40,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h138,        0.00,        2.29,        1.39,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h139,        0.00,        2.29,        1.30,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h140,        0.00,        2.29,        1.44,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h141,        0.07,        2.29,        1.37,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h142,        0.15,        2.29,        1.14,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h143,        0.37,        2.29,        0.60,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h144,        0.58,        2.29,        0.36,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h145,        0.73,        2.29,        0.00,        0.00,        0.65,        0.25,        0.00,        0.00
wk13.h146,        0.85,        2.06,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h147,        0.84,        1.96,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h148,        0.98,        1.78,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h149,        0.83,        1.94,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h150,        1.08,        1.76,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h151,        1.29,        1.95,        0.00,        0.00,        0.65,        0.12,        0.00,        0.00
wk13.h152,        1.32,        2.29,        0.00,        0.00,        0.65,        0.29,        0.00,        0.00
wk13.h153,        1.00,        2.29,        0.21,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h154,        0.72,        2.29,        0.51,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h155,        0.34,        2.29,        1.01,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h156,        0.30,        2.29,        0.79,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h157,        0.45,        2.29,        0.74,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h158,        0.51,        2.29,        0.79,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h159,        0.26,        2.29,        1.16,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h160,        0.12,        2.29,        1.40,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h161,        0.07,        2.29,        1.50,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h162,        0.04,        2.29,        1.42,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h163,        0.04,        2.29,        1.32,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h164,        0.14,        2.29,        1.23,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h165,        0.44,        2.29,        0.86,        0.00,        0.65,        0.80,        0.00,        0.00
wk13.h166,        0.87,        2.29,        0.62,        0.00,        0.65,        0.40,        0.00,        0.00
wk13.h167,        1.01,        2.29,        0.63,        0.00,        0.65,        0.00,        0.00,        0.00
wk13.h168,        0.87,        2.29,        0.44,        0.00,        0.65,        0.00,        0.00,        0.00
wk14.h001,        0.38,        2.06,        0.00,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h002,        0.28,        2.29,        0.00,        0.00,        0.65,        0.89,        0.00,        0.00
wk14.h003,        0.11,        2.29,        0.00,        0.00,        0.65,        1.00,        0.00,        0.00
wk14.h004,        0.15,        2.29,        0.00,        0.00,        0.65,        0.93,        0.00,        0.00
wk14.h005,        0.34,        2.29,        0.00,        0.00,        0.65,        0.76,        0.00,        0.00
wk14.h006,        0.51,        2.29,        0.00,        0.00,        0.65,        0.69,        0.00,        0.00
wk14.h007,        0.56,        2.29,        0.00,        0.00,        0.65,        0.78,        0.00,        0.00
wk14.h008,        0.48,        2.29,        0.00,        0.00,        0.65,        1.10,        0.00,        0.00
wk14.h009,        0.39,        2.29,        0.22,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h010,        0.34,        2.29,        0.52,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h011,        0.30,        2.29,        0.78,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h012,        0.39,        2.29,        0.78,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h013,        0.47,        2.29,        0.69,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h014,        0.77,        2.29,        0.29,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h015,        0.87,        2.29,        0.15,        0.00,        0.65,        1.19,        0.00,        0.00
wk14.h016,        0.83,        2.29,        0.17,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h017,        0.94,        2.29,        0.15,        0.00,        0.65,        1.15,        0.00,        0.00
wk14.h018,        0.98,        2.29,        0.15,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h019,        0.91,        2.29,        0.49,        0.03,        0.65,        1.20,        0.00,        0.00
wk14.h020,        1.30,        2.29,        0.15,        0.00,        0.65,        1.16,        0.00,        0.00
wk14.h021,        1.14,        2.29,        0.19,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h022,        1.23,        2.29,        0.00,        0.00,        0.65,        1.19,        0.00,        0.00
wk14.h023,        1.30,        2.29,        0.00,        0.00,        0.65,        0.94,        0.00,        0.00
wk14.h024,        0.95,        2.29,        0.00,        0.00,        0.65,        1.03,        0.00,        0.00
wk14.h025,        0.60,        2.29,        0.00,        0.00,        0.65,        1.12,        0.00,        0.00
wk14.h026,        0.87,        2.29,        0.00,        0.00,        0.65,        0.70,        0.00,        0.00
wk14.h027,        0.64,        2.29,        0.00,        0.00,        0.65,        0.86,        0.00,        0.00
wk14.h028,        0.84,        2.29,        0.00,        0.00,        0.65,        0.65,        0.00,        0.00
wk14.h029,        0.60,        2.29,        0.00,        0.00,        0.65,        0.80,        0.00,        0.00
wk14.h030,        0.65,        2.29,        0.00,        0.00,        0.65,        0.82,        0.00,        0.00
wk14.h031,        0.21,        2.29,        0.16,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h032,        0.44,        2.29,        0.15,        0.00,        0.65,        1.14,        0.00,        0.00
wk14.h033,        0.04,        2.29,        0.65,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h034,        0.18,        2.29,        0.74,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h035,        0.25,        2.29,        0.82,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h036,        0.13,        2.29,        0.97,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h037,        0.16,        2.29,        0.97,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h038,        0.21,        2.29,        0.84,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h039,        0.26,        2.29,        0.74,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h040,        0.25,        2.29,        0.70,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h041,        0.24,        2.29,        0.81,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h042,        0.23,        2.29,        0.92,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h043,        0.28,        2.29,        1.22,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h044,        0.40,        2.29,        1.22,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h045,        0.46,        2.29,        1.12,        0.00,        0.65,        1.20,        0.00,        0.00
wk14.h046,        0.59,        2.29,        0.83,        0.00,        0.65,        1.20,        0.00,        0.00
